"","effect","group","term","estimate","std.error","statistic","df","p.value"
"1","fixed",NA,"(Intercept)",25.9833775982333,1.63177300853906,15.9234020064447,7.42082810615313,5.25051710968142e-07
"2","fixed",NA,"typerehab",-1.10077538466814,0.858537345827689,-1.28215201122895,127.221941759936,0.202120782804547
"3","fixed",NA,"humidity_tmtDry",1.50633146825871,1.2714119318353,1.18477059286702,168.47144121386,0.237776812489211
"4","fixed",NA,"temp_tmtCool",4.03835037802344,1.26551325735762,3.19107710215179,167.421805766292,0.00169281044931091
"5","fixed",NA,"typerehab:humidity_tmtDry",-0.462903288404167,0.975930694291789,-0.474319837578308,125.980379532131,0.636092951982455
"6","fixed",NA,"typerehab:temp_tmtCool",-1.37104055157487,0.976527238719184,-1.40399621967855,126.039085095642,0.162779227741824
"7","fixed",NA,"humidity_tmtDry:temp_tmtCool",-1.64882401871183,1.64894757656354,-0.999925068659872,124.580002413039,0.319285015520097
"8","ran_pars","individual_ID:trial_number","sd__(Intercept)",3.8449992547119,NA,NA,NA,NA
"9","ran_pars","trial_number","sd__(Intercept)",2.97234231066601,NA,NA,NA,NA
"10","ran_pars","Residual","sd__Observation",3.91477081451287,NA,NA,NA,NA
