"","effect","group","term","estimate","std.error","statistic","df","p.value"
"1","fixed",NA,"(Intercept)",351.416335700593,7.12985033864051,49.288038178877,8.44215166538083,1.09743749102812e-11
"2","fixed",NA,"humidity_tmtDry",7.40592430987399,6.12031386190948,1.21005629400245,239.646236930932,0.227449507191201
"3","fixed",NA,"typerehab",11.4822304968909,5.73455494168269,2.00228799159812,122.472891452943,0.0474628142358784
"4","fixed",NA,"temp_tmtCool",-4.87706696481815,6.11620430971989,-0.797400923489019,239.909482012317,0.426006718382246
"5","fixed",NA,"humidity_tmtDry:typerehab",-4.49789236753991,8.14396692087793,-0.552297475080489,123.542319542334,0.581742367148706
"6","fixed",NA,"humidity_tmtDry:temp_tmtCool",-8.50695935544556,8.72149422985063,-0.97540159188883,239.968195996029,0.33034333286014
"7","fixed",NA,"typerehab:temp_tmtCool",-3.08393049007165,8.08594564695667,-0.381393917881746,123.378980852444,0.703566978625438
"8","fixed",NA,"humidity_tmtDry:typerehab:temp_tmtCool",3.28427339247678,11.5031492666383,0.28551080372415,123.987977391609,0.77572924287096
"9","ran_pars","individual_ID:trial_number","sd__(Intercept)",8.08452781431135,NA,NA,NA,NA
"10","ran_pars","trial_number","sd__(Intercept)",12.7010423169373,NA,NA,NA,NA
"11","ran_pars","Residual","sd__Observation",22.8901723144487,NA,NA,NA,NA
